file_path,entropy,file_size,num_sections,suspicious_imports,VirtualSize,SizeOfImage,SizeOfHeaders,Relocations,Imports,BaseOfCode,DllCharacteristics,AddressOfEntryPoint,SizeOfInitializedData,SizeOfUninitializedData,packer_type
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_blur-gauss.exe,7.12,39824,10,3,61776,98304,1024,0,4,4096,0,94862,39424,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_blur.exe,6.84,26512,10,3,33272,65536,1024,0,4,4096,0,63950,21504,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_border-average.exe,6.81,30608,10,3,38036,69632,1024,0,4,4096,0,69570,24576,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_bzz.exe,7.69,31744,8,3,76368,98304,1024,0,4,4096,0,95302,43520,3584,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Cacheset.exe,7.18,64312,5,3,192284,204800,4096,0,4,4096,0,201010,126976,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_calc.exe,7.73,631808,4,3,986772,999424,1024,0,4,4096,33088,997098,435712,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_cartoon.exe,6.98,35960,10,3,50344,81920,1024,0,4,4096,0,78838,31744,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_checkerboard.exe,6.8,29944,10,3,36456,69632,1024,0,4,4096,0,69086,23552,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_cleanupintlcache.exe,6.52,9728,4,3,18188,32768,1024,0,4,4096,33088,31522,3584,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_cmd.exe,7.33,160256,4,3,418872,430080,1024,0,4,4096,33088,427990,158720,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_cml-explorer.exe,7.22,52472,10,3,91732,122880,1024,0,4,4096,0,120394,59392,2560,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_color-cube-analyze.exe,6.82,30128,10,3,44312,73728,1024,0,4,4096,0,73654,24576,7680,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_color-exchange.exe,6.86,35312,10,3,50320,81920,1024,0,4,4096,0,80958,33792,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_colorify.exe,6.78,28744,10,3,41052,69632,1024,0,4,4096,0,68514,22528,7680,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_colormap-remap.exe,6.8,34560,10,3,45368,73728,1024,0,4,4096,0,71782,28672,2560,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Contig.exe,7.93,154272,5,3,580828,598016,1024,0,4,4096,33024,594314,283648,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_contrast-stretch-hsv.exe,6.73,25984,10,3,31408,61440,1024,0,4,4096,0,58950,20480,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_control.exe,6.94,110592,4,3,119624,135168,1024,0,4,4096,33088,131422,102912,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_convolution-matrix.exe,6.91,35920,10,3,50320,81920,1024,0,4,4096,0,77870,32256,2048,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_cpuz_x32.exe,7.45,2412552,5,3,4005496,4018176,1024,0,4,4096,32768,4015170,2016256,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_crop-zealous.exe,6.73,26968,10,3,32400,65536,1024,0,4,4096,0,63558,20992,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_csc.exe,7.78,54584,4,3,115604,126976,1024,0,4,4096,32768,123050,9216,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_DarkNamer.exe,6.48,57344,5,3,109724,118784,4096,0,4,4096,0,116346,32768,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_dat2file.exe,7.62,25600,9,3,58308,86016,1024,0,4,4096,0,85186,32256,3072,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_DatabaseEditor.exe,7.52,27648,3,3,54164,73728,512,0,4,8192,34112,70162,6144,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_DataSvcUtil.exe,6.72,42840,3,3,80792,106496,4096,0,4,8192,1344,99630,8192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_decompose.exe,7.04,38944,10,3,58008,90112,1024,0,4,4096,0,88926,37376,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_despeckle.exe,6.95,33296,10,3,3860484,3891200,1024,0,4,4096,0,3889994,30720,3814912,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_diff.exe,7.87,47104,5,3,114656,131072,1024,0,4,4096,0,127854,2560,2048,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_disk2vhd.exe,2.42,6022848,5,3,7421264,7434240,1024,0,4,4096,33088,7431806,6877696,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_DiskCleaner.exe,6.58,40952,5,3,34028,45056,1024,0,4,4096,33088,42786,26112,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Diskmon.exe,7.46,113464,5,3,322984,331776,4096,0,4,4096,0,328938,159744,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_doc2x.exe,6.48,34816,3,3,42036,57344,512,0,4,8192,34112,55858,27648,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_DocFetcher-256.exe,6.36,33280,7,3,89144,106496,1024,0,4,4096,1344,105162,22016,36352,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_dvd+rw-format.exe,6.92,55175,7,3,91292,114688,1024,0,4,4096,0,112474,15872,3072,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_edge-dog.exe,6.95,36608,10,3,51072,86016,1024,0,4,4096,0,82630,32768,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_efsdump.exe,7.34,56120,4,3,181344,192512,4096,0,4,4096,0,188966,122880,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_emboss.exe,6.89,31048,10,3,41016,73728,1024,0,4,4096,0,70598,26624,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ESEDatabaseView.exe,7.42,95440,5,3,163120,180224,1024,0,4,4096,0,178602,36352,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_FastHash_kr.exe,7.68,305664,5,3,741248,749568,1024,0,4,4096,0,746946,136192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_fc.exe,7.15,14848,4,3,29792,40960,1024,0,4,4096,33088,40142,4096,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-bmp.exe,7.18,41736,10,3,67764,98304,1024,0,4,4096,0,96634,43520,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-compressor.exe,7.07,22496,9,3,29892,57344,1024,0,4,4096,0,56210,17408,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-faxg3.exe,6.86,29424,10,3,43284,73728,1024,0,4,4096,0,70162,26112,4608,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-glob.exe,6.77,25504,10,3,31072,61440,1024,0,4,4096,0,59046,19968,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-jp2-load.exe,6.76,28624,10,3,35640,65536,1024,0,4,4096,0,64622,23040,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-mng.exe,6.97,40728,10,3,60540,90112,1024,0,4,4096,0,89218,38912,2560,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-sunras.exe,7.02,36128,10,3,50948,81920,1024,0,4,4096,0,79426,31744,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-tga.exe,6.98,35176,10,3,48652,81920,1024,0,4,4096,0,78098,30720,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-tiff-save.exe,6.93,37944,10,3,51916,81920,1024,0,4,4096,0,79354,32768,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-uri.exe,6.77,29256,10,3,36548,65536,1024,0,4,4096,0,65034,23552,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-xbm.exe,6.93,36952,10,3,51128,86016,1024,0,4,4096,0,82686,32768,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-xpm.exe,6.91,32392,10,3,43132,73728,1024,0,4,4096,0,71618,27648,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_file-xwd.exe,7.21,38256,10,3,59004,90112,1024,0,4,4096,0,86978,36352,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_FileAssociation.exe,7.79,40448,5,3,102064,118784,1024,0,4,4096,33088,115630,24064,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_filter-pack.exe,7.13,46232,10,3,87012,118784,1024,0,4,4096,0,115234,59392,2560,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_find.exe,6.81,11264,4,3,20212,32768,1024,0,4,4096,33088,32498,3584,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ftp.exe,7.65,29184,4,3,83152,98304,1024,0,4,4096,33088,95590,27136,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_geek.exe,6.78,5573200,5,3,7302250,7315456,1024,0,4,4096,33024,7313630,4558848,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_gpgme-w32spawn.exe,7.33,19616,8,3,26664,53248,1024,0,4,4096,320,51206,15872,1024,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_grepWin-1.9.0_portable.exe,7.14,759544,5,3,1592158,1605632,1024,0,4,4096,33088,1602202,321536,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_grid.exe,6.96,37360,10,3,53996,86016,1024,0,4,4096,0,83074,35328,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_gspawn-win32-helper-console.exe,7.33,15374,9,3,32620,61440,1024,0,4,4096,0,58558,19456,512,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_gui-32.exe,7.86,49152,4,3,119444,131072,1024,0,4,4096,32768,129726,19968,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_gzip.exe,7.69,49152,7,3,443396,458752,1024,0,4,4096,0,457510,14848,332800,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_handle.exe,6.89,367752,5,3,560304,569344,1024,0,4,4096,33024,568254,377856,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Hash.exe,7.27,23552,5,3,77560,94208,1024,0,4,4096,0,90858,42496,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_HashCalc.exe,7.71,233472,5,3,726932,737280,4096,0,4,4096,0,736874,110592,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_HashCalculator.exe,7.47,20992,3,3,46196,73728,512,0,4,8192,34112,67162,2560,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Hasher.exe,7.8,413696,8,3,1004396,1032192,1024,0,4,4096,0,1028682,124416,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_IEExec.exe,6.88,8704,3,3,15108,32768,512,0,4,8192,1280,30994,2048,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_joinExe.exe,6.69,55280,5,3,72964,86016,1024,0,4,4096,33088,85046,36864,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_jsc.exe,5.84,28672,3,3,47524,73728,4096,0,4,8192,1280,66594,8192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ListaryHookHelper32.exe,7.23,26424,6,3,20576,45056,1024,0,4,4096,33088,41122,8704,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_LoadOrd.exe,7.83,92320,5,3,226908,237568,1024,0,4,4096,33088,235898,95744,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_LoadOrdC.exe,7.86,111264,5,3,276728,290816,1024,0,4,4096,33088,287254,99840,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_logonsessions.exe,7.51,169144,5,3,298344,311296,1024,0,4,4096,33088,309142,135680,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_m2cdm.exe,7.72,28672,9,3,112856,139264,1024,0,4,4096,0,137426,45056,41472,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_MacMakeup.exe,7.34,24576,3,3,51220,73728,512,0,4,8192,34112,67066,6144,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_mdbx_dump.exe,7.42,12288,5,3,25864,40960,1024,0,4,4096,33024,39406,8192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Mode2CDMaker.exe,7.71,28160,9,3,112256,139264,1024,0,4,4096,0,136862,45056,41472,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_movefile.exe,7.86,89760,5,3,196976,212992,1024,0,4,4096,33088,210182,65024,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_MxdwGc.exe,7.85,62464,4,3,161536,172032,1024,0,4,4096,33088,170582,19968,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_net1.exe,7.87,80384,4,3,232374,241664,1024,0,4,4096,33088,240746,63488,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_netsh.exe,7.7,34816,4,3,127512,139264,1024,0,4,4096,33088,137934,61440,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_newsprint.exe,7.08,43200,10,3,66120,98304,1024,0,4,4096,0,96014,42496,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_nfsadmin.exe,7.68,30720,4,3,92488,106496,1024,0,4,4096,33088,105334,31744,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_nltest.exe,7.87,142336,4,3,483700,495616,1024,0,4,4096,33088,494710,116736,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_noise-solid.exe,6.84,32880,10,3,44148,77824,1024,0,4,4096,0,75442,27648,2560,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_notepad.exe,7.48,161792,4,3,211956,229376,1024,0,4,4096,33088,225566,140288,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_notmyfaultc.exe,7.54,195248,5,3,318228,335872,1024,0,4,4096,33088,332906,161280,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_nslookup.exe,7.74,52224,4,3,155720,163840,1024,0,4,4096,33088,162246,54784,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_OnlyStopWatch_p.exe,7.2,60296,5,3,138356,147456,4096,0,4,4096,0,144062,77824,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_OpenedFilesView.exe,7.21,108240,5,3,173800,184320,4096,0,4,4096,0,180906,50176,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_photocopy.exe,7,35856,10,3,51460,90112,1024,0,4,4096,0,87114,32768,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_pipelist.exe,7.92,133288,5,3,317936,331776,1024,0,4,4096,33024,331646,66560,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_polar-coords.exe,6.89,33920,10,3,45880,77824,1024,0,4,4096,0,76462,29696,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ppt2x.exe,6.52,34816,3,3,42112,57344,512,0,4,8192,34112,55942,27648,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_print.exe,7.04,54824,10,3,85756,114688,1024,0,4,4096,0,114130,56320,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_procexp.exe,6.71,2229408,5,3,3348400,3362816,1024,0,4,4096,33088,3360502,1943552,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_PsGetsid.exe,7.28,236688,5,3,377504,393216,1024,0,4,4096,33088,389146,195584,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_pspasswd.exe,7.88,100512,5,3,228120,241664,1024,0,4,4096,33024,241314,71168,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_psping.exe,7.93,152224,5,3,372904,389120,1024,0,4,4096,33088,387378,106496,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_PsService.exe,7.9,118952,5,3,281532,299008,1024,0,4,4096,33024,296710,81920,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_psshutdown.exe,7.03,170800,5,3,270440,278528,4096,0,4,4096,0,277566,126976,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_pssuspend.exe,7.26,231080,5,3,363796,376832,1024,0,4,4096,33088,375086,195584,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ptch.exe,7.85,41472,5,3,100984,114688,1024,0,4,4096,0,113862,2560,2048,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_RAMMap.exe,6.97,546952,5,3,791448,802816,1024,0,4,4096,33088,801070,462336,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_red-eye-removal.exe,6.8,29440,10,3,36388,65536,1024,0,4,4096,0,64978,23552,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_RegAsm.exe,6.06,32768,3,3,63404,81920,4096,0,4,8192,1280,78234,8192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_RegDelNull.exe,7.86,96944,5,3,212140,225280,1024,0,4,4096,33088,224842,69120,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_RegistryCleaner.exe,6.09,41464,5,3,34980,45056,1024,0,4,4096,33088,43122,26112,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_RegSvcs.exe,5.36,20480,3,3,33000,57344,4096,0,4,8192,1280,51926,8192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ripple.exe,6.92,33064,10,3,44468,77824,1024,0,4,4096,0,76162,28672,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_rrdec.exe,7.84,45056,9,3,111688,139264,1024,0,4,4096,0,137678,67072,2048,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ru.exe,7.88,94856,5,3,209756,225280,1024,0,4,4096,33024,223626,65024,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_sample-colorize.exe,7.23,50248,10,3,350832,380928,1024,0,4,4096,0,377438,53760,268288,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_sdelete.exe,7.88,101000,5,3,224076,241664,1024,0,4,4096,33088,237674,72192,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_selection-to-path.exe,7.4,53888,10,3,97608,131072,1024,0,4,4096,0,128942,61440,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_semi-flatten.exe,6.76,24584,10,3,29172,61440,1024,0,4,4096,0,58282,18944,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_ShareEnum.exe,7.5,138096,5,3,361084,368640,4096,0,4,4096,0,368282,163840,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_shexview.exe,7.34,82528,5,3,152532,167936,4096,0,4,4096,0,166098,35328,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_sigcheck.exe,7.94,217864,5,3,555944,569344,1024,0,4,4096,33088,565894,158720,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Snap2HTML.exe,7.77,140800,3,3,262156,278528,512,0,4,8192,34112,275050,37376,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_softglow.exe,6.92,33808,10,3,46848,77824,1024,0,4,4096,0,76870,30208,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_StartupManager.exe,6.66,41464,5,3,34912,45056,1024,0,4,4096,33088,43058,26112,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_strings.exe,7.88,95392,5,3,211404,225280,1024,0,4,4096,33088,224010,66560,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_sync.exe,7.87,91288,5,3,201760,217088,1024,0,4,4096,33088,215990,66048,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Tcpview.exe,7.89,204576,5,3,489908,503808,1024,0,4,4096,32768,501774,55296,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_tile-paper.exe,6.95,35232,10,3,49096,77824,1024,0,4,4096,0,77638,31744,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_tile-small.exe,6.92,36400,10,3,51008,81920,1024,0,4,4096,0,81854,33280,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_tile.exe,6.76,31088,10,3,38192,73728,1024,0,4,4096,0,69766,24576,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_twain.exe,7,32472,10,3,46516,77824,1024,0,4,4096,0,77002,29696,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_Uninstall.exe,6.82,58492,6,3,232356,249856,1024,0,4,4096,0,246206,120832,1024,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_van-gogh-lic.exe,6.97,34792,10,3,75072,106496,1024,0,4,4096,0,106358,31744,27136,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_whirl-pinch.exe,6.95,34632,10,3,47900,77824,1024,0,4,4096,0,77466,30720,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_wind.exe,6.91,32672,10,3,44352,77824,1024,0,4,4096,0,76054,28672,1536,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_wininst-7.1.exe,7.01,49152,5,3,96888,106496,4096,0,4,4096,0,105870,36864,0,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Eronana Packer\eronana_zlib-flate.exe,7.04,23736,9,3,14528,45056,1024,0,4,4096,0,43022,8704,512,6
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_AddInProcess.exe,6.95,19800,4,2,32327,65536,512,1,4,8192,1344,49164,19456,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_AddInProcess32.exe,6.96,19800,4,2,32359,65536,512,1,4,8192,1344,49164,19456,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_AddInUtil.exe,6.99,19280,4,2,32045,65536,512,1,4,8192,1344,49164,19456,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_AkelAdmin.exe,6.09,16389,5,3,25077,36864,512,1,6,4096,1024,28684,22016,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_align-layers.exe,6.68,31544,10,10,40016,73728,1024,1,20,4096,0,57356,39424,3072,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_AltStreamDump.exe,6.71,8172,5,2,15833,32768,512,1,4,4096,0,20492,11264,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_antialias.exe,6.7,27480,10,6,33721,69632,1024,1,12,4096,0,53260,33792,3072,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_aspnet_compiler.exe,6.8,17049,4,2,38692,73728,512,1,4,8192,1280,49164,23552,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_aspnet_regbrowsers.exe,6.55,11681,4,2,22884,57344,512,1,4,8192,1280,40972,17408,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_aspnet_regiis.exe,7.17,24408,4,5,53547,65536,512,1,10,4096,32768,45068,19968,1536,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_auditpolreskit.exe,7.79,21264,3,3,68951,77824,512,1,6,4096,0,45068,36864,9728,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_avs2yuv_x86.exe,7.86,28713,8,2,79981,102400,1024,1,4,4096,320,65548,69120,13824,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_blinds.exe,6.66,33304,10,11,42551,73728,1024,1,22,4096,0,57356,41984,3584,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_blur.exe,6.65,27536,10,6,33085,69632,1024,1,12,4096,0,53260,33280,3072,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_border-average.exe,6.41,34192,10,11,36049,73728,1024,1,22,4096,0,57356,35840,3072,7
C:\Users\Public\MLMAL\dataset-packed-pe\packed\Exe32pack\exe32pack_bzip2.exe,7.44,25298,10,3,64519,102400,1024,1,6,4096,0,69644,53248,15360,7
